FinancialYear,Quarter,OrgCode,OrgName,Measure,Value
2020/2021,3,E38000238,NHS Lincolnshire CCG,Women whose smoking status was not known at time of delivery,22
2020/2021,3,E38000243,NHS Nottingham and Nottinghamshire CCG,Number of maternities,2316
2020/2021,3,E38000243,NHS Nottingham and Nottinghamshire CCG,Women known to be non-smokers at time of delivery,1968
2020/2021,3,E38000243,NHS Nottingham and Nottinghamshire CCG,Women known to be smokers at time of delivery,318
2020/2021,3,E38000243,NHS Nottingham and Nottinghamshire CCG,Women whose smoking status was not known at time of delivery,30
2020/2021,3,E38000051,NHS East Leicestershire and Rutland CCG,Number of maternities,520
2020/2021,3,E38000051,NHS East Leicestershire and Rutland CCG,Women known to be non-smokers at time of delivery,480
2020/2021,3,E38000051,NHS East Leicestershire and Rutland CCG,Women known to be smokers at time of delivery,40
2020/2021,3,E38000051,NHS East Leicestershire and Rutland CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,3,E38000097,NHS Leicester City CCG,Number of maternities,1126
2020/2021,3,E38000097,NHS Leicester City CCG,Women known to be non-smokers at time of delivery,1039
2020/2021,3,E38000097,NHS Leicester City CCG,Women known to be smokers at time of delivery,87
2020/2021,3,E38000097,NHS Leicester City CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,3,E38000201,NHS West Leicestershire CCG,Number of maternities,593
2020/2021,3,E38000201,NHS West Leicestershire CCG,Women known to be non-smokers at time of delivery,531
2020/2021,3,E38000201,NHS West Leicestershire CCG,Women known to be smokers at time of delivery,62
2020/2021,3,E38000201,NHS West Leicestershire CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,3,E38000046,NHS Dudley CCG,Number of maternities,803
2020/2021,3,E38000046,NHS Dudley CCG,Women known to be non-smokers at time of delivery,714
2020/2021,3,E38000046,NHS Dudley CCG,Women known to be smokers at time of delivery,83
2020/2021,3,E38000046,NHS Dudley CCG,Women whose smoking status was not known at time of delivery,6
2020/2021,3,E38000144,NHS Sandwell and West Birmingham CCG,Number of maternities,1719
2020/2021,3,E38000144,NHS Sandwell and West Birmingham CCG,Women known to be non-smokers at time of delivery,1529
2020/2021,3,E38000144,NHS Sandwell and West Birmingham CCG,Women known to be smokers at time of delivery,150
2020/2021,3,E38000144,NHS Sandwell and West Birmingham CCG,Women whose smoking status was not known at time of delivery,40
2020/2021,3,E38000191,NHS Walsall CCG,Number of maternities,836
2020/2021,3,E38000191,NHS Walsall CCG,Women known to be non-smokers at time of delivery,722
2020/2021,3,E38000191,NHS Walsall CCG,Women known to be smokers at time of delivery,110
2020/2021,3,E38000191,NHS Walsall CCG,Women whose smoking status was not known at time of delivery,4
2020/2021,3,E38000210,NHS Wolverhampton CCG,Number of maternities,778
2020/2021,3,E38000210,NHS Wolverhampton CCG,Women known to be non-smokers at time of delivery,670
2020/2021,3,E38000210,NHS Wolverhampton CCG,Women known to be smokers at time of delivery,107
2020/2021,3,E38000210,NHS Wolverhampton CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,3,E38000220,NHS Birmingham and Solihull CCG,Number of maternities,3611
2020/2021,3,E38000220,NHS Birmingham and Solihull CCG,Women known to be non-smokers at time of delivery,3208
2020/2021,3,E38000220,NHS Birmingham and Solihull CCG,Women known to be smokers at time of delivery,352
2020/2021,3,E38000220,NHS Birmingham and Solihull CCG,Women whose smoking status was not known at time of delivery,51
2020/2021,3,E38000038,NHS Coventry and Rugby CCG,Number of maternities,1292
2020/2021,3,E38000038,NHS Coventry and Rugby CCG,Women known to be non-smokers at time of delivery,1093
2020/2021,3,E38000038,NHS Coventry and Rugby CCG,Women known to be smokers at time of delivery,131
2020/2021,3,E38000038,NHS Coventry and Rugby CCG,Women whose smoking status was not known at time of delivery,68
2020/2021,3,E38000164,NHS South Warwickshire CCG,Number of maternities,570
2020/2021,3,E38000164,NHS South Warwickshire CCG,Women known to be non-smokers at time of delivery,540
2020/2021,3,E38000164,NHS South Warwickshire CCG,Women known to be smokers at time of delivery,25
2020/2021,3,E38000164,NHS South Warwickshire CCG,Women whose smoking status was not known at time of delivery,5
2020/2021,3,E38000195,NHS Warwickshire North CCG,Number of maternities,449
2020/2021,3,E38000195,NHS Warwickshire North CCG,Women known to be non-smokers at time of delivery,382
2020/2021,3,E38000195,NHS Warwickshire North CCG,Women known to be smokers at time of delivery,62
2020/2021,3,E38000195,NHS Warwickshire North CCG,Women whose smoking status was not known at time of delivery,5
2020/2021,3,E38000236,NHS Herefordshire and Worcestershire CCG,Number of maternities,1585
2020/2021,3,E38000236,NHS Herefordshire and Worcestershire CCG,Women known to be non-smokers at time of delivery,465
2020/2021,3,E38000236,NHS Herefordshire and Worcestershire CCG,Women known to be smokers at time of delivery,83
2020/2021,3,E38000236,NHS Herefordshire and Worcestershire CCG,Women whose smoking status was not known at time of delivery,1037
2020/2021,3,E38000242,NHS Northamptonshire CCG,Number of maternities,1762
2020/2021,3,E38000242,NHS Northamptonshire CCG,Women known to be non-smokers at time of delivery,1539
2020/2021,3,E38000242,NHS Northamptonshire CCG,Women known to be smokers at time of delivery,202
2020/2021,3,E38000242,NHS Northamptonshire CCG,Women whose smoking status was not known at time of delivery,21
2020/2021,3,E38000006,NHS Barnsley CCG,Number of maternities,709
2020/2021,3,E38000006,NHS Barnsley CCG,Women known to be non-smokers at time of delivery,612
2020/2021,3,E38000006,NHS Barnsley CCG,Women known to be smokers at time of delivery,97
2020/2021,3,E38000006,NHS Barnsley CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,3,E38000008,NHS Bassetlaw CCG,Number of maternities,239
2020/2021,3,E38000008,NHS Bassetlaw CCG,Women known to be non-smokers at time of delivery,197
2020/2021,3,E38000008,NHS Bassetlaw CCG,Women known to be smokers at time of delivery,30
2020/2021,3,E38000008,NHS Bassetlaw CCG,Women whose smoking status was not known at time of delivery,12
2020/2021,3,E38000044,NHS Doncaster CCG,Number of maternities,719
2020/2021,3,E38000044,NHS Doncaster CCG,Women known to be non-smokers at time of delivery,590
2020/2021,3,E38000044,NHS Doncaster CCG,Women known to be smokers at time of delivery,108
2020/2021,3,E38000044,NHS Doncaster CCG,Women whose smoking status was not known at time of delivery,21
2020/2021,3,E38000141,NHS Rotherham CCG,Number of maternities,580
2020/2021,3,E38000141,NHS Rotherham CCG,Women known to be non-smokers at time of delivery,500
2020/2021,3,E38000141,NHS Rotherham CCG,Women known to be smokers at time of delivery,80
2020/2021,3,E38000141,NHS Rotherham CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,3,E38000146,NHS Sheffield CCG,Number of maternities,1382
2020/2021,3,E38000146,NHS Sheffield CCG,Women known to be non-smokers at time of delivery,1250
2020/2021,3,E38000146,NHS Sheffield CCG,Women known to be smokers at time of delivery,132
2020/2021,3,E38000146,NHS Sheffield CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,3,E38000127,NHS North Tyneside CCG,Number of maternities,537
2020/2021,3,E38000127,NHS North Tyneside CCG,Women known to be non-smokers at time of delivery,488
2020/2021,3,E38000127,NHS North Tyneside CCG,Women known to be smokers at time of delivery,49
2020/2021,3,E38000127,NHS North Tyneside CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,3,E38000130,NHS Northumberland CCG,Number of maternities,585
2020/2021,3,E38000130,NHS Northumberland CCG,Women known to be non-smokers at time of delivery,528
2020/2021,3,E38000130,NHS Northumberland CCG,Women known to be smokers at time of delivery,57
2020/2021,3,E38000130,NHS Northumberland CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,3,E38000163,NHS South Tyneside CCG,Number of maternities,384
2020/2021,3,E38000163,NHS South Tyneside CCG,Women known to be non-smokers at time of delivery,325
2020/2021,3,E38000163,NHS South Tyneside CCG,Women known to be smokers at time of delivery,59
2020/2021,3,E38000163,NHS South Tyneside CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,3,E38000176,NHS Sunderland CCG,Number of maternities,650
2020/2021,3,E38000176,NHS Sunderland CCG,Women known to be non-smokers at time of delivery,550
2020/2021,3,E38000176,NHS Sunderland CCG,Women known to be smokers at time of delivery,100
2020/2021,3,E38000176,NHS Sunderland CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,3,E38000212,NHS Newcastle Gateshead CCG,Number of maternities,1182
2020/2021,3,E38000212,NHS Newcastle Gateshead CCG,Women known to be non-smokers at time of delivery,1048
2020/2021,3,E38000212,NHS Newcastle Gateshead CCG,Women known to be smokers at time of delivery,134
2020/2021,3,E38000212,NHS Newcastle Gateshead CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,3,E38000215,NHS North Cumbria CCG,Number of maternities,685
2020/2021,3,E38000215,NHS North Cumbria CCG,Women known to be non-smokers at time of delivery,633
2020/2021,3,E38000215,NHS North Cumbria CCG,Women known to be smokers at time of delivery,52
2020/2021,3,E38000215,NHS North Cumbria CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,3,E38000234,NHS County Durham CCG,Number of maternities,1156
2020/2021,3,E38000234,NHS County Durham CCG,Women known to be non-smokers at time of delivery,952
2020/2021,3,E38000234,NHS County Durham CCG,Women known to be smokers at time of delivery,190
2020/2021,3,E38000234,NHS County Durham CCG,Women whose smoking status was not known at time of delivery,14
2020/2021,3,E38000247,NHS Tees Valley CCG,Number of maternities,1623
2020/2021,3,E38000247,NHS Tees Valley CCG,Women known to be non-smokers at time of delivery,1397
2020/2021,3,E38000247,NHS Tees Valley CCG,Women known to be smokers at time of delivery,219
2020/2021,3,E38000247,NHS Tees Valley CCG,Women whose smoking status was not known at time of delivery,7
2020/2021,3,E38000052,NHS East Riding of Yorkshire CCG,Number of maternities,557
2020/2021,3,E38000052,NHS East Riding of Yorkshire CCG,Women known to be non-smokers at time of delivery,483
2020/2021,3,E38000052,NHS East Riding of Yorkshire CCG,Women known to be smokers at time of delivery,74
2020/2021,3,E38000052,NHS East Riding of Yorkshire CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,3,E38000085,NHS Hull CCG,Number of maternities,829
2020/2021,3,E38000085,NHS Hull CCG,Women known to be non-smokers at time of delivery,658
2020/2021,3,E38000085,NHS Hull CCG,Women known to be smokers at time of delivery,170
2020/2021,3,E38000085,NHS Hull CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,3,E38000119,NHS North East Lincolnshire CCG,Number of maternities,394
2020/2021,3,E38000119,NHS North East Lincolnshire CCG,Women known to be non-smokers at time of delivery,304
2020/2021,3,E38000119,NHS North East Lincolnshire CCG,Women known to be smokers at time of delivery,90
2020/2021,3,E38000119,NHS North East Lincolnshire CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,3,E38000122,NHS North Lincolnshire CCG,Number of maternities,376
2020/2021,3,E38000122,NHS North Lincolnshire CCG,Women known to be non-smokers at time of delivery,311
2020/2021,3,E38000122,NHS North Lincolnshire CCG,Women known to be smokers at time of delivery,63
2020/2021,3,E38000122,NHS North Lincolnshire CCG,Women whose smoking status was not known at time of delivery,2
2020/2021,3,E38000188,NHS Vale of York CCG,Number of maternities,736
2020/2021,3,E38000188,NHS Vale of York CCG,Women known to be non-smokers at time of delivery,660
2020/2021,3,E38000188,NHS Vale of York CCG,Women known to be smokers at time of delivery,75
2020/2021,3,E38000188,NHS Vale of York CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,3,E38000241,NHS North Yorkshire CCG,Number of maternities,826
2020/2021,3,E38000241,NHS North Yorkshire CCG,Women known to be non-smokers at time of delivery,735
2020/2021,3,E38000241,NHS North Yorkshire CCG,Women known to be smokers at time of delivery,90
2020/2021,3,E38000241,NHS North Yorkshire CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,3,E38000025,NHS Calderdale CCG,Number of maternities,485
2020/2021,3,E38000025,NHS Calderdale CCG,Women known to be non-smokers at time of delivery,417
2020/2021,3,E38000025,NHS Calderdale CCG,Women known to be smokers at time of delivery,62
2020/2021,3,E38000025,NHS Calderdale CCG,Women whose smoking status was not known at time of delivery,6
2020/2021,3,E38000064,NHS Greater Huddersfield CCG,Number of maternities,537
2020/2021,3,E38000064,NHS Greater Huddersfield CCG,Women known to be non-smokers at time of delivery,478
2020/2021,3,E38000064,NHS Greater Huddersfield CCG,Women known to be smokers at time of delivery,59
2020/2021,3,E38000064,NHS Greater Huddersfield CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,3,E38000121,NHS North Kirklees CCG,Number of maternities,554
2020/2021,3,E38000121,NHS North Kirklees CCG,Women known to be non-smokers at time of delivery,481
2020/2021,3,E38000121,NHS North Kirklees CCG,Women known to be smokers at time of delivery,72
2020/2021,3,E38000121,NHS North Kirklees CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,3,E38000190,NHS Wakefield CCG,Number of maternities,917
2020/2021,3,E38000190,NHS Wakefield CCG,Women known to be non-smokers at time of delivery,776
2020/2021,3,E38000190,NHS Wakefield CCG,Women known to be smokers at time of delivery,136
2020/2021,3,E38000190,NHS Wakefield CCG,Women whose smoking status was not known at time of delivery,5
2020/2021,3,E38000225,NHS Leeds CCG,Number of maternities,:
2020/2021,3,E38000225,NHS Leeds CCG,Women known to be non-smokers at time of delivery,:
